brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
bmw,BMW M4,blue,08/2019,2019,108999,338.0,460.0,Automatic,Petrol,8.4,197 g/km,10.0,3.0 CS Coupe DKG*Neuwagen 1. Vorbesitz nur 10
maserati,Maserati GranCabrio,black,05/2018,2018,110000,338.0,460.0,Automatic,Petrol,14.5,337 g/km,34300.0,Sport 4.7 V8 Facelift*SCHWARZ/SCHWARZ
lamborghini,Lamborghini Aventador,white,06/2018,2018,419000,545.0,741.0,Automatic,Petrol,18.8,394 g/km,9700.0,S Roadster LIFT*VOLLCARBON*GLASHAUBE*
ferrari,Ferrari 488,red,07/2016,2016,188850,493.0,670.0,Automatic,Petrol,5.1,119 g/km,94000.0,Carbonracing Coupe Luftfederung Kamera
jaguar,Jaguar I-Pace,black,12/2022,2022,104639,294.0,400.0,Automatic,Electric,0.0,470 km Reichweite,5000.0,"I-PACE S EV400, HA590/590AD"
land-rover,Land Rover Defender,black,05/2023,2023,134990,386.0,525.0,Automatic,Petrol,12.8,290 g/km,3000.0,"110 5.0 P525 V8 22"" ACC Pano HUD BlackP"
audi,Audi R8,white,03/2018,2018,137500,397.0,540.0,Automatic,Petrol,12.4,283 g/km,1300.0,"Coupe V10 5.2 FSI RWS ""1 of 999"" LED B&O _"
lamborghini,Lamborghini Huracan,grey,06/2022,2022,365000,471.0,640.0,Automatic,Petrol,5.1,119 g/km,4700.0,EVO Spyder Senson. Lift Carbon Alcantara
bentley,Bentley Bentayga,black,04/2023,2023,315700,404.0,549.0,Automatic,Petrol,12.0,272 g/km,80.0,V8 EWB Azure FIRST EDITION - sofort -
bentley,Bentley Continental,red,10/2020,2020,265000,467.0,635.0,Automatic,Petrol,5.1,119 g/km,14800.0,W12 Mulliner 1 HD/Carbon Kit
lamborghini,Lamborghini Aventador,red,04/2016,2016,299900,515.0,700.0,Automatic,Petrol,5.1,119 g/km,48400.0,Roadster LP700-4
bmw,BMW M8,grey,05/2021,2021,112950,460.0,625.0,Automatic,Petrol,11.4,262 g/km,54133.0,"CABRIO 4,4I 625PS 8G COMP. NAVI+HEADUP+LEDER -41%"
maserati,Maserati,blue,07/2022,2022,249890,463.0,630.0,Automatic,Petrol,11.5,261 g/km,80.0,MC20 Coupé ALCANTARA PAKET
ferrari,Ferrari 812,grey,08/2020,2020,309900,588.0,799.0,Automatic,Petrol,14.9,340 g/km,24491.0,LED Beifahrer Display Alcantara
jaguar,Jaguar F-Type,black,03/2023,2023,108422,331.0,450.0,Automatic,Petrol,11.1,246 g/km,1340.0,P450 AWD V8 R-DYNAMIC GAR 2028 APPROVED
land-rover,Land Rover Range Rover,white,05/2023,2023,299000,390.0,530.0,Automatic,Petrol,5.1,119 g/km,2500.0,P530 LWB Autobiography
dodge,Dodge Challenger,red,12/2022,2022,101000,535.0,727.0,Automatic,Petrol,16.5,388 g/km,10.0,"Hellcat 6.2l,Widebody,ACC"
audi,Audi RS6,black,03/2022,2022,137980,441.0,600.0,Automatic,Petrol,12.3,283 g/km,47635.0,Avant 4.0 TFSI qu. Laser+Pano+305km/h+22''+Keramik
ferrari,Ferrari Portofino,red,06/2023,2023,297500,456.0,620.0,Automatic,Petrol,11.3,256 g/km,73.0,Portofino M *DREAMLINE*CARBON*JBL*360°*PDISPLAY
bentley,Bentley Continental GT,silver,08/2018,2018,189500,467.0,635.0,Automatic,Petrol,12.2,278 g/km,42500.0,W12 *BLACKLINE*COMFORT*TV*VISION*
lamborghini,Lamborghini Aventador,red,03/2017,2017,354990,545.0,741.0,Automatic,Petrol,16.9,394 g/km,20000.0,S LP740-4 Keramik/Carbon/Lift/Sensonum
maserati,Maserati Levante,white,09/2022,2022,127790,316.0,430.0,Automatic,Petrol,13.0,310 g/km,24900.0,Modena S Q4 MY 2023
audi,Audi R8,blue,05/2019,2019,138780,456.0,620.0,Automatic,Petrol,13.3,301 g/km,65800.0,Spyder 5.2 FSI PERFORMANCE LED KERAMIK B&O VC
land-rover,Land Rover Range Rover,black,07/2022,2022,204995,257.0,349.0,Automatic,Diesel,8.3,119 g/km,12987.0,D350 Autobiography Lang LWB 7 Sitze
ferrari,Ferrari F8 Tributo,black,05/2020,2020,329000,530.0,721.0,Automatic,Petrol,5.1,119 g/km,6500.0,3.9 V8 3.9 V8
lamborghini,Lamborghini Huracan,orange,02/2019,2019,245900,426.0,579.0,Automatic,Petrol,11.9,278 g/km,9476.0,RWD Lift Arancio vom Erstbesitzer
lamborghini,Lamborghini,white,06/2017,2017,239980,449.0,610.0,Automatic,Petrol,12.3,285 g/km,23569.0,LP 610-4 Spider LDS Lifting Kamera
bentley,Bentley Bentayga,green,11/2022,2022,259780,405.0,551.0,Automatic,Petrol,12.0,272 g/km,10390.0,EWB Azure First Edition
aston-martin,Aston Martin DBS,black,07/2020,2020,279900,533.0,725.0,Automatic,Petrol,12.4,285 g/km,22500.0,"Superleggera Coupe  5.2 V12, Full Options"
maserati,Maserati Levante,grey,04/2020,2020,149111,390.0,530.0,Automatic,Petrol,12.0,278 g/km,63911.0,GTS Q4
lamborghini,Lamborghini,black,11/2021,2021,3250000,602.0,818.0,Automatic,Hybrid,14.8,373 g/km,177.0,Sian
audi,Audi R8,white,06/2018,2018,145990,449.0,610.0,Automatic,Petrol,12.5,292 g/km,27000.0,"Spyder 5.2 FSI PLUS, 1 OF 2,YACHT EDITION,B&O"
bentley,Bentley Mulsanne,violet,10/2013,2013,119890,377.0,513.0,Automatic,Petrol,5.1,119 g/km,65900.0,6.8 L *Kamera*Massage*NAIM*
aston-martin,Aston Martin DB9,black,03/2013,2013,105007,366.0,498.0,Automatic,Petrol,5.1,119 g/km,11366.0,Virage Coupé - Aston Martin Hamburg
audi,Audi R8,grey,02/2018,2018,132880,449.0,610.0,Automatic,Petrol,13.6,309 g/km,68624.0,Coupe 5.2 FSI plus quattro Matrix B&O Carbon
audi,Audi R8,grey,10/2021,2021,166780,456.0,620.0,Automatic,Petrol,5.1,119 g/km,26940.0,Coupe V10 quattro perfo. Karhu-Edition Carbon
bmw,BMW M4,black,12/2021,2021,157900,375.0,510.0,Automatic,Petrol,10.2,234 g/km,90.0,"Coupe xDrive Comp ""KITH"" 1 of 150, Laser, HUD"
audi,Audi Q8,black,03/2023,2023,109480,210.0,286.0,Automatic,Diesel,7.1,187 g/km,20.0,50 TDI quattro S LINE*Sportpak*PANO*360°*FULL
aston-martin,Aston Martin DBS,black,05/2010,2010,139500,380.0,517.0,Automatic,Petrol,16.4,367 g/km,44750.0,"6.0 VOLANTE CARBON BLACK, DEUTSCHES FZG."
audi,Audi RS Q8,black,04/2023,2023,159985,441.0,600.0,Automatic,Petrol,13.3,304 g/km,60.0,Keramik Bremse B&O VOLL PANO 4.0 TFSI quattro
land-rover,Land Rover Discovery,white,01/2003,2003,123456,102.0,139.0,Manual,Diesel,9.4,262 g/km,150000.0,Td5*B6*GEPANZERT*ARMOURED*ARMORED*
ferrari,Ferrari 488,red,06/2017,2017,234980,493.0,670.0,Automatic,Petrol,5.1,119 g/km,7730.0,GTB Coupé DCT*CARBON*LIFT*SPORT-EXHAUST*
lamborghini,Lamborghini Murciélago,black,06/2006,2006,135000,426.0,579.0,Automatic,Petrol,21.5,119 g/km,7000.0,Murcielago Roadster E-Gear project USTitleTaxpaid
lamborghini,Lamborghini Urus,orange,05/2021,2021,314850,478.0,650.0,Automatic,Petrol,12.7,325 g/km,15100.0,URUS | Pearl Capsule  B&O 23 Zoll Garantie
audi,Audi RS Q8,blue,03/2023,2023,132488,441.0,600.0,Automatic,Petrol,12.1,301 g/km,10.0,RSQ8 Tour Pano Matrix Stadt B&O OptikP Nav Kam
land-rover,Land Rover Range Rover Sport,green,07/2022,2022,134850,423.0,575.0,Automatic,Petrol,14.7,331 g/km,23000.0,"P575 SVR FAHRASSISTENZ-PAKET AHK, 22"
aston-martin,Aston Martin DB9,grey,03/2017,2017,179900,403.0,548.0,Automatic,Petrol,14.3,333 g/km,6888.0,6.0 Volante GT
audi,Audi RS6,black,08/2020,2020,106985,441.0,600.0,Automatic,Petrol,11.7,268 g/km,75500.0,RS6 Avant HD-MATRIX*PANO*RS-AGA*RS-DYNAMIK*LUFT
lamborghini,Lamborghini Urus,grey,09/2022,2022,327000,478.0,650.0,Automatic,Petrol,12.6,292 g/km,4750.0,"-23""-B&O ADVANCED-PANO-OFF ROAD MODUS-"
alfa-romeo,Alfa Romeo 8C,white,10/2009,2009,249450,331.0,450.0,Automatic,Petrol,5.1,119 g/km,13128.0,Spider * deutsche Auslieferung *
lamborghini,Lamborghini Aventador,yellow,07/2017,2017,348000,545.0,741.0,Automatic,Petrol,16.9,394 g/km,20000.0,S LP 740-4 LIFT*SENSONUM*KAMERA*DIONE
ferrari,Ferrari,red,02/2023,2023,367710,610.0,829.0,Automatic,Hybrid,7.4,169 g/km,95.0,296 GTB ° 2023 ° LIFTING ° CARBON ° FULL
aston-martin,Aston Martin DB11,blue,05/2019,2019,174850,375.0,510.0,Automatic,Petrol,10.0,230 g/km,13375.0,4.0 V8 Volante
aston-martin,Aston Martin Vantage,green,06/2023,2023,459900,515.0,700.0,Automatic,Petrol,13.4,285 g/km,6.0,Roadster *1 of 249* *in stock*
bmw,BMW M5,gold,07/2022,2022,135880,460.0,625.0,Automatic,Petrol,11.3,259 g/km,7700.0,Limousine INDIVIDUAL B&W AHK Glasdach TV-Fond
lamborghini,Lamborghini Aventador,black,09/2020,2020,856562,566.0,770.0,Automatic,Petrol,19.6,452 g/km,2800.0,SVJ ROADSTER + CAMERA + CARBON
bentley,Bentley Bentayga,grey,05/2023,2023,298640,405.0,551.0,Automatic,Petrol,12.0,272 g/km,1923.0,V8 EWB *Airline*NAIM*AllTerrain*
bentley,Bentley Bentayga,blue,06/2022,2022,244870,405.0,551.0,Automatic,Petrol,5.1,119 g/km,6890.0,V8 *Mulliner*Karbon-Keramik Bremse*
bentley,Bentley Bentayga,grey,02/2017,2017,150000,447.0,608.0,Automatic,Petrol,13.1,296 g/km,73000.0,W12
bentley,Bentley Continental,silver,09/2014,2014,102900,389.0,529.0,Automatic,Petrol,10.7,246 g/km,100000.0,GT V8 S - Mulliner | Premier Spec !
ferrari,Ferrari 488,red,01/2018,2018,232990,492.0,669.0,Automatic,Petrol,11.4,260 g/km,10000.0,*LIFT*KAMERA*CARBON-LENKRAD*GARANTIE*SHZ*
bentley,Bentley Bentayga,blue,11/2021,2021,234780,405.0,551.0,Automatic,Petrol,12.0,272 g/km,4990.0,V8 *First Edition*
maserati,Maserati Quattroporte,black,10/2022,2022,133500,316.0,430.0,Automatic,Petrol,11.5,254 g/km,10138.0,V6 Modena S Q4 MY23-Maserati Berlin
audi,Audi R8,grey,07/2011,2011,125500,412.0,560.0,Automatic,Petrol,13.9,329 g/km,33600.0,"GT limitiert 153/333 Dt.Fzg.1.Hd.NP.220000,-€"
bentley,Bentley Bentayga,white,10/2016,2016,137500,320.0,435.0,Automatic,Diesel,5.1,119 g/km,59700.0,BENTAYGA 4.0 V8 DIESEL STARTECH CARBON EXTERIEUR
land-rover,Land Rover Defender,grey,04/2023,2023,102999,221.0,300.0,Automatic,Diesel,9.4,246 g/km,5962.0,130 D300 First Edition Standheizung 8 S
ferrari,Ferrari,red,11/2022,2022,339900,530.0,721.0,Automatic,Petrol,5.1,119 g/km,7500.0,F8 Atelier AUto/Unikat/Neuwertig/Voll!
ferrari,Ferrari Portofino,silver,07/2019,2019,219900,441.0,600.0,Automatic,Petrol,10.7,119 g/km,10237.0,*CarPlay*MagneRide*Carbon*LED*JBL*
bmw,BMW M4,green,10/2021,2021,114900,375.0,510.0,Automatic,Petrol,5.1,119 g/km,7000.0,Competition M Drivers P. Head-Up HK HiFi DAB
ferrari,Ferrari 488,red,02/2016,2016,229948,492.0,669.0,Automatic,Petrol,11.4,260 g/km,16500.0,*Carbon*Lift*JBL*1.Hand*DE-Fhzg*
audi,Audi e-tron GT,silver,04/2023,2023,114980,350.0,476.0,Automatic,Electric,0.0,488 km Reichweite,7050.0,Matrix HuD B&O ACC 360° Kamera
land-rover,Land Rover Range Rover Sport,red,05/2023,2023,202122,390.0,530.0,Automatic,Petrol,11.6,263 g/km,23.0,P530 V8 FIRST EDITION RED/BEIGE REAR SCREENS
audi,Audi R8,red,05/2018,2018,133000,397.0,540.0,Automatic,Petrol,12.6,286 g/km,23000.0,Spyder 5.2 FSI RWS*DAB*Bang&Olufsen*Nur333x!*
bentley,Bentley Continental GT,gold,08/2021,2021,279500,485.0,659.0,Automatic,Petrol,13.5,308 g/km,3000.0,SPEED - BENTLEY BERLIN
audi,Audi R8,red,06/2015,2015,149000,386.0,525.0,Automatic,Petrol,13.3,310 g/km,23941.0,5.2 FSI quattro Spyder Limited Edition 24/30
bentley,Bentley Continental GT,white,11/2015,2015,133900,472.0,642.0,Automatic,Petrol,14.5,338 g/km,47500.0,6.0 W12 Speed
alfa-romeo,Alfa Romeo Giulia,red,12/2021,2021,213000,397.0,540.0,Automatic,Petrol,10.8,244 g/km,18.0,GTAm *** 1 of 500 ***
ferrari,Ferrari F355,red,08/1999,1999,108900,280.0,381.0,Automatic,Petrol,5.1,119 g/km,55000.0,SPIDER F1 SCHECKHEFT BEI FERRARI
bentley,Bentley Continental GTC,white,01/2018,2018,147900,373.0,507.0,Automatic,Petrol,11.4,254 g/km,22079.0,V8
aston-martin,Aston Martin Vantage,black,04/2016,2016,193850,421.0,572.0,Automatic,Petrol,5.1,119 g/km,19000.0,S Roadster Sportshift | 19.000 Km |
audi,Audi R8,silver,07/2015,2015,118950,386.0,525.0,Automatic,Petrol,5.1,119 g/km,60000.0,"Spyder V10 5,2FSI qutt. Limited Edition 04/30"
ferrari,Ferrari 488,red,04/2016,2016,223900,493.0,670.0,Automatic,Petrol,11.4,260 g/km,27900.0,GTB *voll Karbon * Lift * Racing Sitze*
audi,Audi R8,black,04/2016,2016,154950,449.0,610.0,Automatic,Petrol,12.3,292 g/km,32500.0,V10 Plus Quattro | B&O | Alcantara | Foliert
ferrari,Ferrari 550,black,07/2000,2000,145550,357.0,485.0,Manual,Petrol,22.9,119 g/km,59752.0,M FIORANO/DAYTONA SEAT Deutsches Fahrzeug !
ferrari,Ferrari Portofino,red,05/2023,2023,299900,456.0,620.0,Automatic,Petrol,10.7,245 g/km,91.0,M TwoTone/Passenger/ADAS/Carbon/JBL
maserati,Maserati GranTurismo,black,12/2018,2018,133666,338.0,460.0,Automatic,Petrol,14.3,338 g/km,5225.0,Sport/MC-Edition *Sonderleasing*
bentley,Bentley Bentayga,grey,11/2022,2022,313900,404.0,549.0,Automatic,Petrol,12.0,272 g/km,5000.0,"New Bentayga V8 EWB Azure ""First Edition"""
lamborghini,Lamborghini Urus,grey,07/2020,2020,269900,478.0,650.0,Automatic,Petrol,12.7,325 g/km,28300.0,URUS STOCK SERVICE NEW !!!
bentley,Bentley Continental,green,07/2020,2020,224760,467.0,635.0,Automatic,Petrol,12.1,278 g/km,30990.0,GT W12 *B&O*Rotating Display*
bentley,Bentley Flying Spur,blue,01/2018,2018,119950,388.0,528.0,Automatic,Petrol,10.9,254 g/km,37000.0,V8 S 530PS *1.Hd.-ACC-Sitzkli-Massag
ferrari,Ferrari 812,black,03/2019,2019,359900,588.0,799.0,Automatic,Petrol,15.0,340 g/km,16500.0,Superfast
bmw,BMW iX,grey,05/2023,2023,104980,385.0,523.0,Automatic,Electric,0.0,549 km Reichweite,1001.0,xDrive50 MSport+HuD+AHK+HiFi+DAB+LED+PANO
audi,Audi RS5,green,03/2018,2018,129900,331.0,450.0,Automatic,Petrol,8.7,197 g/km,24935.0,Coupe 2.9 TFSI
lamborghini,Lamborghini Urus,black,04/2021,2021,359900,478.0,650.0,Automatic,Petrol,12.7,325 g/km,31000.0,LP650 *PANO*B&O*HeUp*23*Miete*Mietkauf*
land-rover,Land Rover Defender,green,05/2023,2023,104890,221.0,300.0,Automatic,Diesel,7.6,200 g/km,10.0,90 D300 75th Limited Edition PANO
lamborghini,Lamborghini Urus,yellow,03/2022,2022,299500,478.0,650.0,Automatic,Petrol,12.7,325 g/km,13500.0,Voll Garantie Capsule 1 Hand
ferrari,Ferrari 812,black,02/2021,2021,520000,588.0,799.0,Automatic,Petrol,5.1,119 g/km,7800.0,GTS NOVITEC EINZELSTÜCK FULL CARBON TRAUMOPT
audi,Audi RS Q8,grey,07/2021,2021,134750,441.0,600.0,Automatic,Petrol,12.1,276 g/km,58900.0,KERAMIK-HEAD UP-CARBONPAKET-RS SPORTABGAS
audi,Audi RS7,grey,05/2023,2023,142688,441.0,600.0,Automatic,Petrol,12.1,284 g/km,10.0,RS7 DynamikP Laser 22Z Tour Stadt Pano Leder HUD
ferrari,Ferrari Portofino,red,04/2021,2021,279900,456.0,620.0,Automatic,Petrol,5.1,119 g/km,5156.0,Pista Spider AppleCarPlay Kamera
ferrari,Ferrari F8 Spider,red,07/2021,2021,375000,530.0,721.0,Automatic,Petrol,13.0,296 g/km,5000.0,F8 Tributo |VOLL*CARBON|AIRLIFT|P.DISPLAY|D-FZG
ferrari,Ferrari 575,yellow,08/2002,2002,133000,379.0,515.0,Automatic,Petrol,5.1,119 g/km,61000.0,Maranello F1- perfekter Sammlerzustand-
audi,Audi e-tron,white,06/2023,2023,107999,265.0,360.0,Automatic,Electric,0.0,401 km Reichweite,0.0,Sportback S line 55 quattro KAMERA B&O
audi,Audi RS Q8,orange,03/2022,2022,143750,441.0,600.0,Automatic,Petrol,12.1,276 g/km,24830.0,4.0 TFSI KERAMIK-PANO-STANDHZG-CARBON
ferrari,Ferrari 488,black,10/2015,2015,234900,493.0,670.0,Automatic,Petrol,11.4,260 g/km,21300.0,GTB
lamborghini,Lamborghini Aventador,red,10/2017,2017,575900,552.0,751.0,Automatic,Petrol,16.0,370 g/km,1950.0,SV Roadster LP750-4
lamborghini,Lamborghini Huracan,black,06/2016,2016,214900,426.0,579.0,Automatic,Petrol,11.9,278 g/km,33900.0,LP 580-2 LIFT/KAMERA/CAPRISTO/LEDER
ferrari,Ferrari 488,black,05/2018,2018,279900,493.0,670.0,Automatic,Petrol,11.4,260 g/km,14655.0,*Carbon*Lift*Kamera*
aston-martin,Aston Martin DBS,black,11/2009,2009,139900,380.0,517.0,Automatic,Petrol,16.4,388 g/km,44777.0,Volante 6.0 *scheckheft*deutsch*
bmw,BMW M8,red,06/2022,2022,127999,460.0,625.0,Automatic,Petrol,11.3,260 g/km,9500.0,Comp.FaceliftGran Coupé.TV.Park+.DrivProf.DAB
aston-martin,Aston Martin DB11,green,10/2017,2017,160000,447.0,608.0,Automatic,Petrol,11.4,265 g/km,22800.0,V12 Coupe
land-rover,Land Rover Range Rover Sport,black,10/2020,2020,129900,423.0,575.0,Automatic,Petrol,12.7,290 g/km,53200.0,SVR CARBON BLACK EDITION 575PS
lamborghini,Lamborghini Urus,black,02/2020,2020,359650,478.0,650.0,Automatic,Petrol,5.1,119 g/km,3410.0,"Full Carbon, Akrapovic, Rear Seat, B&0"
lamborghini,Lamborghini Huracan,black,03/2022,2022,375990,471.0,640.0,Automatic,Petrol,13.9,119 g/km,5500.0,STO *NERO NOCITI *CARBON *Lift *CAM
bmw,BMW X5,grey,12/2021,2021,229000,390.0,530.0,Automatic,Petrol,10.7,243 g/km,26500.0,M50 i Protecion VR6*Werkspanzer*Armoured*B6*
bmw,BMW 740,black,03/2023,2023,149999,220.0,299.0,Automatic,Diesel,6.1,119 g/km,3990.0,d xD M Sport Pro DAB 360° Panorama Belüft ACC
land-rover,Land Rover Defender,silver,02/2023,2023,136999,386.0,525.0,Automatic,Petrol,15.1,340 g/km,3010.0,110 P525 Kompressor V8 Tempom.aktiv Pan
aston-martin,Aston Martin DBS,grey,12/2019,2019,285007,533.0,725.0,Automatic,Petrol,12.4,306 g/km,8500.0,"Superleggera Coupe / UPE 322.765 ,-"
audi,Audi SQ8,grey,12/2020,2020,109000,320.0,435.0,Automatic,Diesel,7.8,204 g/km,57517.0,4.0 quattro EU6d-T TDI LEDER LED NAVI RFK
bentley,Bentley Continental,brown,06/2023,2023,282990,404.0,549.0,Automatic,Petrol,11.3,263 g/km,3000.0,GT Azure V8
aston-martin,Aston Martin DBS,white,07/2010,2010,112812,380.0,517.0,Automatic,Petrol,5.1,119 g/km,59965.0,Cabrio TOUCHTRONIC | CARBON | BANG & OLUFSEN
lamborghini,Lamborghini Aventador,white,04/2016,2016,514750,552.0,751.0,Semi-automatic,Petrol,16.0,370 g/km,2350.0,SV750 Roadster°CARBON INT/EXT°1 OF 500
dodge,Dodge RAM,red,08/2022,2022,152500,523.0,711.0,Automatic,Petrol,5.1,119 g/km,3850.0,TRX 1500 700 PS 280 Liter Gas
bentley,Bentley Flying Spur,black,02/2020,2020,244890,467.0,635.0,Automatic,Petrol,13.3,304 g/km,37890.0,W12 First Edition BENTLEY Singen
lamborghini,Lamborghini Huracan,white,11/2019,2019,264900,471.0,640.0,Automatic,Petrol,5.1,119 g/km,20082.0,Huracán EVO MY20 - Lamborghini Hamburg
bmw,BMW M8,grey,10/2019,2019,117500,460.0,625.0,Automatic,Petrol,10.8,246 g/km,47520.0,Competition xDrive Cabrio Sitzbelüftung DAB
aston-martin,Aston Martin Vanquish,grey,02/2017,2017,175007,423.0,575.0,Automatic,Petrol,12.8,298 g/km,16511.0,V12   8-Gang Automatik
ferrari,Ferrari F430,red,10/2009,2009,399900,360.0,489.0,Automatic,Petrol,18.3,420 g/km,29600.0,Scuderia 16M
bentley,Bentley Flying Spur,grey,04/2021,2021,229900,404.0,549.0,Automatic,Petrol,11.6,270 g/km,20900.0,New Flying Spur V8 BLACKLINE / MULLINER / NAIM
aston-martin,Aston Martin DBX,black,05/2023,2023,284290,520.0,707.0,Automatic,Petrol,19.9,323 g/km,3000.0,707
bentley,Bentley Flying Spur,grey,11/2020,2020,229990,404.0,549.0,Automatic,Petrol,11.6,270 g/km,6970.0,V8 Mulliner Touring Comfort Spec
ferrari,Ferrari F8 Tributo,black,03/2023,2023,424990,530.0,721.0,Automatic,Petrol,12.0,289 g/km,158.0,Spider 19x CARBON  5x ALCANTARA by MOBILISTA
lamborghini,Lamborghini Huracan,red,06/2017,2017,199900,426.0,579.0,Automatic,Petrol,11.9,278 g/km,28810.0,Sportabgas/Kamera/CarbonEngine
ferrari,Ferrari 488,red,06/2021,2021,449990,530.0,721.0,Automatic,Petrol,14.1,263 g/km,3900.0,Superfast | Garantie Carbon Racingsitze
land-rover,Land Rover Range Rover,black,04/2023,2023,189900,258.0,351.0,Automatic,Diesel,8.3,220 g/km,3500.0,"D350 Autobiography 23"" AHK Standheiz"
aston-martin,Aston Martin V8,red,04/2023,2023,191007,375.0,510.0,Automatic,Petrol,10.3,236 g/km,1489.0,Cabriolet **UVP 205.000€**
ferrari,Ferrari 599,grey,09/2006,2006,119000,456.0,620.0,Automatic,Petrol,21.3,490 g/km,63999.0,GTB Fiorano F1
aston-martin,Aston Martin Vantage,black,11/2022,2022,182000,394.0,536.0,Automatic,Petrol,10.5,119 g/km,3000.0,Vantage F1
audi,Audi R8,green,06/2023,2023,249900,456.0,620.0,Automatic,Petrol,13.9,316 g/km,2000.0,Spyder quattro perf. DESIGNO OLIVE VOLLLEDER
audi,Audi RS Q8,blue,03/2023,2023,132488,441.0,600.0,Automatic,Petrol,12.1,301 g/km,10.0,RSQ8 Tour Pano Matrix Stadt B&O OptikP Nav Kam
land-rover,Land Rover Range Rover,black,06/2023,2023,205000,390.0,530.0,Automatic,Petrol,12.0,296 g/km,40.0,4.4 P530 Autobiography Lang
lamborghini,Lamborghini Gallardo,silver,09/2006,2006,154500,382.0,519.0,Manual,Petrol,17.0,400 g/km,14868.0,Spyder org14'Km 6-Gg.Hand Schalt Liftin
lamborghini,Lamborghini Gallardo,white,03/2010,2010,129900,412.0,560.0,Automatic,Petrol,15.0,351 g/km,69100.0,LP560-4 Spyder Aut. Performance Xenon
bmw,BMW M5,green,04/2022,2022,284410,580.0,789.0,Automatic,Petrol,11.3,258 g/km,2350.0,MANHART MH5 GTR
ferrari,Ferrari Roma,black,11/2021,2021,222500,456.0,620.0,Automatic,Petrol,11.0,234 g/km,1000.0,*Magneride
ferrari,Ferrari 488,black,02/2020,2020,429720,530.0,721.0,Automatic,Petrol,5.1,119 g/km,3497.0,Pista 1. Hand NERO DAYTONA
ferrari,Ferrari Roma,grey,11/2021,2021,259900,456.0,620.0,Automatic,Petrol,5.1,234 g/km,17500.0,*1.Hd*Carbon*Matrix*MagneRide*JBL*CarPlay*
audi,Audi RS Q8,grey,04/2022,2022,136280,441.0,600.0,Automatic,Petrol,13.2,300 g/km,14700.0,Matrix|ACC|Air|HuD|B&O|360°|AHK|Allradlenk
bmw,BMW iX,red,04/2022,2022,104991,455.0,619.0,Automatic,Electric,224.0,0,9605.0,"A M60 Laser,ACC,LCPro,360°,Sky-Lounge,B+W"
ferrari,Ferrari 488,red,08/2018,2018,238890,493.0,670.0,Automatic,Petrol,5.1,119 g/km,21500.0,*Carbon*Ferrari-Dresden*
ferrari,Ferrari F8 Spider,blue,06/2020,2020,324900,530.0,721.0,Automatic,Petrol,5.1,119 g/km,29350.0,Karbon*ADAS*Lift*Display*Surround-View
ferrari,Ferrari 488,red,04/2017,2017,237990,492.0,669.0,Automatic,Petrol,11.4,260 g/km,41000.0,***Ferrari Frankfurt***
lamborghini,Lamborghini Urus,white,10/2022,2022,318990,478.0,650.0,Automatic,Petrol,5.1,119 g/km,6400.0,Lamborghini Urus FULL Option Steinschlagschutz
lamborghini,Lamborghini Aventador,grey,01/2018,2018,359900,544.0,740.0,Automatic,Petrol,16.9,394 g/km,31600.0,S*Carbon*Vollleder*Kamera*Lift*
aston-martin,Aston Martin DBS,silver,09/2008,2008,168007,380.0,517.0,Manual,Petrol,15.6,368 g/km,17305.0,6.0 V12*SCHALTER*SAMMLER*GARANTIE
alfa-romeo,Alfa Romeo MiTo,red,12/2013,2013,259900,51.0,69.0,Manual,Petrol,5.8,134 g/km,119377.0,1.4 8V Impression aus 1.Hand
bentley,Bentley Continental GT,brown,05/2023,2023,294900,404.0,549.0,Automatic,Petrol,11.3,263 g/km,3600.0,V8 // BENTLEY DÜSSELDORF
aston-martin,Aston Martin DB11,grey,06/2022,2022,189007,375.0,510.0,Automatic,Petrol,11.2,257 g/km,9225.0,V8 Coupe
lamborghini,Lamborghini Urus,grey,03/2023,2023,374612,490.0,666.0,Automatic,Petrol,14.1,320 g/km,450.0,S +4SEATS+STYLE PACKAGE+PARKING PACKAGE
audi,Audi Q8,beige,04/2023,2023,107770,210.0,286.0,Automatic,Diesel,8.1,212 g/km,1037.0,50 TDI S-line quattro LED AHK PANO B&O STHZ
bmw,BMW M4,blue,02/2023,2023,102450,375.0,510.0,Automatic,Petrol,10.2,119 g/km,4250.0,Comp. xD *Frozen*Carbon-M-Package-360°-Laser
land-rover,Land Rover Range Rover,white,03/2022,2022,235530,390.0,530.0,Automatic,Petrol,12.4,285 g/km,2900.0,P530 Autobiography SV Pearl-SOFOR-  NSW/Klima
bentley,Bentley Continental GT,grey,01/2020,2020,179900,404.0,549.0,Automatic,Petrol,5.1,119 g/km,48000.0,V8
aston-martin,Aston Martin DB11,white,10/2019,2019,139980,375.0,510.0,Automatic,Petrol,9.9,312 g/km,53400.0,V8 BiTurbo Coupe-B&O-Kamera-Navi-el.Sitze
land-rover,Land Rover Defender,black,07/2022,2022,120888,386.0,525.0,Automatic,Petrol,12.8,290 g/km,20800.0,110 P525 V8 Erweitertes Black Pack-AHK
ferrari,Ferrari California,black,04/2016,2016,157900,412.0,560.0,Automatic,Petrol,10.5,250 g/km,27900.0,t Handling speciale/carbon/Alcantara/Hifi
